periode,mois,store_id,store_city,product_id,product_name,categorie,chiffre_affaires,marge_brute,taux_marge_pct,nb_transactions,panier_moyen,taux_rupture,taux_surstock,taux_promotion,ca_sous_promo,nb_retours
2025-03,3,S04,Lille,P008,Smartphone,Électronique,38319.2,4598.3,12.0,119,322.01,0.202,0.062,0.25,9579.8,28
2025-03,3,S04,Lille,P009,TV 4K,Électronique,82960.93,21486.88,25.9,1014,81.82,0.152,0.02,0.27,22399.45,7
2025-03,3,S04,Lille,P010,Casque audio,Électronique,98865.71,18389.02,18.6,1024,96.55,0.014,0.145,0.1,9886.57,14
2025-03,3,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,148863.96,29326.2,19.7,1002,148.57,0.018,0.092,0.2,29772.79,19
2025-03,3,S05,Toulouse,P002,Riz 1kg,Alimentaire,142294.65,18356.01,12.9,211,674.38,0.029,0.14,0.17,24190.09,41
2025-03,3,S05,Toulouse,P003,Pâtes 500g,Alimentaire,75981.97,19679.33,25.9,836,90.89,0.111,0.013,0.35,26593.69,30
2025-03,3,S05,Toulouse,P004,Shampoing,Droguerie,39721.19,10406.95,26.2,473,83.98,0.245,0.068,0.35,13902.42,24
2025-03,3,S05,Toulouse,P005,Lessive,Droguerie,23000.35,9798.15,42.6,912,25.22,0.117,0.096,0.3,6900.1,36
2025-03,3,S05,Toulouse,P006,T-shirt homme,Textile,92780.0,32287.44,34.8,615,150.86,0.088,0.067,0.02,1855.6,50
2025-03,3,S05,Toulouse,P007,Jeans,Textile,139041.22,39487.71,28.4,626,222.11,0.037,0.087,0.18,25027.42,15
2025-03,3,S05,Toulouse,P008,Smartphone,Électronique,119092.8,51090.81,42.9,46,2588.97,0.2,0.112,0.07,8336.5,39
2025-03,3,S05,Toulouse,P009,TV 4K,Électronique,46689.57,5462.68,11.7,588,79.4,0.072,0.073,0.15,7003.44,4
2025-03,3,S05,Toulouse,P010,Casque audio,Électronique,129533.61,49093.24,37.9,1221,106.09,0.122,0.069,0.15,19430.04,13
2025-03,3,S06,Nice,P001,Lait demi-écrémé,Alimentaire,148101.19,48280.99,32.6,744,199.06,0.132,0.019,0.18,26658.21,37
2025-03,3,S06,Nice,P002,Riz 1kg,Alimentaire,135851.05,42928.93,31.6,1474,92.16,0.077,0.18,0.24,32604.25,25
2025-03,3,S06,Nice,P003,Pâtes 500g,Alimentaire,66455.71,10566.46,15.9,594,111.88,0.001,0.066,0.26,17278.48,18
2025-03,3,S06,Nice,P004,Shampoing,Droguerie,33823.73,7847.11,23.2,1224,27.63,0.189,0.193,0.09,3044.14,19
2025-03,3,S06,Nice,P005,Lessive,Droguerie,147764.11,54968.25,37.2,1170,126.29,0.121,0.002,0.2,29552.82,30
2025-03,3,S06,Nice,P006,T-shirt homme,Textile,111748.67,47493.18,42.5,1152,97.0,0.246,0.086,0.31,34642.09,32
2025-03,3,S06,Nice,P007,Jeans,Textile,113892.89,37356.87,32.8,1221,93.28,0.181,0.054,0.04,4555.72,37
2025-03,3,S06,Nice,P008,Smartphone,Électronique,73328.2,26031.51,35.5,1464,50.09,0.109,0.17,0.33,24198.31,35
2025-03,3,S06,Nice,P009,TV 4K,Électronique,149180.65,28642.68,19.2,1498,99.59,0.007,0.151,0.09,13426.26,46
2025-03,3,S06,Nice,P010,Casque audio,Électronique,148269.98,49522.17,33.4,891,166.41,0.201,0.155,0.06,8896.2,25
2025-03,3,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,117929.5,29836.16,25.3,1154,102.19,0.122,0.112,0.02,2358.59,13
2025-03,3,S07,Bordeaux,P002,Riz 1kg,Alimentaire,106921.05,42768.42,40.0,243,440.0,0.2,0.076,0.18,19245.79,11
2025-03,3,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,10049.96,3175.79,31.6,259,38.8,0.042,0.138,0.25,2512.49,38
2025-03,3,S07,Bordeaux,P004,Shampoing,Droguerie,7745.08,759.02,9.8,600,12.91,0.238,0.159,0.13,1006.86,4
2025-03,3,S07,Bordeaux,P005,Lessive,Droguerie,123722.79,29693.47,24.0,661,187.18,0.071,0.059,0.0,0.0,1
2025-03,3,S07,Bordeaux,P006,T-shirt homme,Textile,92973.23,15247.61,16.4,968,96.05,0.032,0.026,0.06,5578.39,9
2025-03,3,S07,Bordeaux,P007,Jeans,Textile,122234.14,19924.16,16.3,884,138.27,0.088,0.178,0.38,46448.97,42
2025-03,3,S07,Bordeaux,P008,Smartphone,Électronique,122695.98,24293.8,19.8,443,276.97,0.135,0.112,0.37,45397.51,1
2025-03,3,S07,Bordeaux,P009,TV 4K,Électronique,60371.26,17507.67,29.0,834,72.39,0.043,0.101,0.08,4829.7,21
2025-03,3,S07,Bordeaux,P010,Casque audio,Électronique,139430.4,28722.66,20.6,831,167.79,0.063,0.034,0.0,0.0,42
2025-03,3,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,80326.6,34138.81,42.5,1261,63.7,0.112,0.074,0.18,14458.79,0
2025-03,3,S08,Nantes,P002,Riz 1kg,Alimentaire,144708.44,55712.75,38.5,38,3808.12,0.201,0.19,0.2,28941.69,17
2025-03,3,S08,Nantes,P003,Pâtes 500g,Alimentaire,145377.07,43903.88,30.2,1344,108.17,0.227,0.116,0.02,2907.54,5
2025-03,3,S08,Nantes,P004,Shampoing,Droguerie,148594.27,40566.24,27.3,296,502.01,0.129,0.105,0.36,53493.94,32
2025-03,3,S08,Nantes,P005,Lessive,Droguerie,126931.59,43156.74,34.0,147,863.48,0.222,0.154,0.3,38079.48,42
2025-03,3,S08,Nantes,P006,T-shirt homme,Textile,98500.48,42552.21,43.2,1068,92.23,0.041,0.161,0.36,35460.17,41
2025-03,3,S08,Nantes,P007,Jeans,Textile,11839.11,1408.85,11.9,855,13.85,0.129,0.068,0.14,1657.48,28
2025-03,3,S08,Nantes,P008,Smartphone,Électronique,147805.6,59417.85,40.2,211,700.5,0.057,0.108,0.13,19214.73,8
2025-03,3,S08,Nantes,P009,TV 4K,Électronique,85074.21,15143.21,17.8,1003,84.82,0.033,0.078,0.19,16164.1,41
2025-03,3,S08,Nantes,P010,Casque audio,Électronique,90918.89,8819.13,9.7,1474,61.68,0.048,0.038,0.15,13637.83,9
2025-04,4,S01,Paris,P001,Lait demi-écrémé,Alimentaire,83282.69,28232.83,33.9,1150,72.42,0.133,0.156,0.28,23319.15,50
2025-04,4,S01,Paris,P002,Riz 1kg,Alimentaire,124271.15,31067.79,25.0,1036,119.95,0.124,0.117,0.06,7456.27,3
2025-04,4,S01,Paris,P003,Pâtes 500g,Alimentaire,52110.02,22198.87,42.6,979,53.23,0.148,0.147,0.14,7295.4,2
2025-04,4,S01,Paris,P004,Shampoing,Droguerie,81340.51,13421.18,16.5,1494,54.44,0.155,0.099,0.16,13014.48,50
2025-04,4,S01,Paris,P005,Lessive,Droguerie,122070.51,35156.31,28.8,252,484.41,0.199,0.038,0.07,8544.94,40
2025-04,4,S01,Paris,P006,T-shirt homme,Textile,7874.45,2543.45,32.3,822,9.58,0.204,0.175,0.32,2519.82,42
2025-04,4,S01,Paris,P007,Jeans,Textile,1870.79,323.65,17.3,1184,1.58,0.1,0.106,0.13,243.2,1
2025-04,4,S01,Paris,P008,Smartphone,Électronique,43320.33,5155.12,11.9,542,79.93,0.092,0.065,0.05,2166.02,4
2025-04,4,S01,Paris,P009,TV 4K,Électronique,148956.59,33664.19,22.6,280,531.99,0.248,0.035,0.25,37239.15,27
2025-04,4,S01,Paris,P010,Casque audio,Électronique,37152.88,7170.51,19.3,49,758.22,0.171,0.016,0.27,10031.28,34
2025-04,4,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,125704.99,24889.59,19.8,942,133.44,0.142,0.079,0.21,26398.05,26
2025-04,4,S02,Lyon,P002,Riz 1kg,Alimentaire,140315.07,63141.78,45.0,102,1375.64,0.201,0.033,0.13,18240.96,45
2025-04,4,S02,Lyon,P003,Pâtes 500g,Alimentaire,115189.3,37897.28,32.9,819,140.65,0.146,0.031,0.22,25341.65,44
2025-04,4,S02,Lyon,P004,Shampoing,Droguerie,137201.63,45002.13,32.8,997,137.61,0.178,0.102,0.32,43904.52,5
2025-04,4,S02,Lyon,P005,Lessive,Droguerie,60256.87,13618.05,22.6,616,97.82,0.016,0.129,0.02,1205.14,42
2025-04,4,S02,Lyon,P006,T-shirt homme,Textile,32627.53,13899.33,42.6,953,34.24,0.02,0.137,0.09,2936.48,0
2025-04,4,S02,Lyon,P007,Jeans,Textile,93165.4,17515.1,18.8,600,155.28,0.198,0.073,0.21,19564.73,19
2025-04,4,S02,Lyon,P008,Smartphone,Électronique,81635.8,33715.59,41.3,789,103.47,0.021,0.177,0.01,816.36,25
2025-04,4,S02,Lyon,P009,TV 4K,Électronique,47149.54,7826.82,16.6,1247,37.81,0.075,0.199,0.29,13673.37,20
2025-04,4,S02,Lyon,P010,Casque audio,Électronique,61734.67,27595.4,44.7,491,125.73,0.236,0.003,0.21,12964.28,44
2025-04,4,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,51601.59,20021.42,38.8,568,90.85,0.14,0.087,0.17,8772.27,18
2025-04,4,S03,Marseille,P002,Riz 1kg,Alimentaire,78615.68,29166.42,37.1,764,102.9,0.175,0.147,0.36,28301.64,8
2025-04,4,S03,Marseille,P003,Pâtes 500g,Alimentaire,139770.34,19148.54,13.7,1014,137.84,0.231,0.06,0.12,16772.44,50
2025-04,4,S03,Marseille,P004,Shampoing,Droguerie,133632.08,17773.07,13.3,1365,97.9,0.103,0.033,0.25,33408.02,41
2025-04,4,S03,Marseille,P005,Lessive,Droguerie,25625.66,7713.32,30.1,227,112.89,0.083,0.066,0.38,9737.75,17
2025-04,4,S03,Marseille,P006,T-shirt homme,Textile,106387.54,41384.75,38.9,588,180.93,0.094,0.145,0.3,31916.26,3
2025-04,4,S03,Marseille,P007,Jeans,Textile,3057.15,1011.92,33.1,986,3.1,0.098,0.119,0.28,856.0,6
2025-04,4,S03,Marseille,P008,Smartphone,Électronique,86374.26,9155.67,10.6,1389,62.18,0.243,0.007,0.39,33685.96,4
2025-04,4,S03,Marseille,P009,TV 4K,Électronique,113417.3,44799.83,39.5,329,344.73,0.172,0.149,0.33,37427.71,11
2025-04,4,S03,Marseille,P010,Casque audio,Électronique,130727.53,12680.57,9.7,605,216.08,0.087,0.148,0.05,6536.38,38
2025-04,4,S04,Lille,P001,Lait demi-écrémé,Alimentaire,106447.73,34382.62,32.3,1221,87.18,0.163,0.147,0.4,42579.09,43
2025-04,4,S04,Lille,P002,Riz 1kg,Alimentaire,101875.79,8557.57,8.4,107,952.11,0.186,0.123,0.38,38712.8,39
2025-04,4,S04,Lille,P003,Pâtes 500g,Alimentaire,22040.58,2534.67,11.5,703,31.35,0.213,0.186,0.17,3746.9,42
2025-04,4,S04,Lille,P004,Shampoing,Droguerie,25007.65,7527.3,30.1,1451,17.23,0.159,0.116,0.14,3501.07,10
2025-04,4,S04,Lille,P005,Lessive,Droguerie,55113.04,9534.56,17.3,1137,48.47,0.168,0.088,0.08,4409.04,39
2025-04,4,S04,Lille,P006,T-shirt homme,Textile,135927.85,40642.43,29.9,291,467.11,0.211,0.054,0.27,36700.52,6
2025-04,4,S04,Lille,P007,Jeans,Textile,136984.58,46300.79,33.8,1157,118.4,0.03,0.027,0.39,53423.99,40
2025-04,4,S04,Lille,P008,Smartphone,Électronique,118233.52,40081.16,33.9,58,2038.51,0.08,0.116,0.19,22464.37,6
2025-04,4,S04,Lille,P009,TV 4K,Électronique,92861.81,14672.17,15.8,650,142.86,0.092,0.189,0.18,16715.13,25
2025-04,4,S04,Lille,P010,Casque audio,Électronique,32815.49,6005.23,18.3,501,65.5,0.03,0.021,0.38,12469.89,6
2025-04,4,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,121627.94,16663.03,13.7,444,273.94,0.25,0.164,0.17,20676.75,1
2025-04,4,S05,Toulouse,P002,Riz 1kg,Alimentaire,19390.02,2889.11,14.9,968,20.03,0.162,0.105,0.0,0.0,6
2025-04,4,S05,Toulouse,P003,Pâtes 500g,Alimentaire,74143.78,7191.95,9.7,543,136.54,0.229,0.137,0.0,0.0,44
2025-04,4,S05,Toulouse,P004,Shampoing,Droguerie,61017.02,26664.44,43.7,1154,52.87,0.173,0.154,0.39,23796.64,29
2025-04,4,S05,Toulouse,P005,Lessive,Droguerie,89035.38,33121.16,37.2,223,399.26,0.085,0.115,0.01,890.35,25
2025-04,4,S05,Toulouse,P006,T-shirt homme,Textile,21305.43,6412.93,30.1,910,23.41,0.017,0.12,0.19,4048.03,2
2025-04,4,S05,Toulouse,P007,Jeans,Textile,80219.71,10669.22,13.3,301,266.51,0.058,0.092,0.34,27274.7,0
2025-04,4,S05,Toulouse,P008,Smartphone,Électronique,82602.12,27341.3,33.1,203,406.91,0.008,0.16,0.34,28084.72,2
2025-04,4,S05,Toulouse,P009,TV 4K,Électronique,47130.55,10745.77,22.8,1362,34.6,0.011,0.05,0.22,10368.72,24
2025-04,4,S05,Toulouse,P010,Casque audio,Électronique,8238.29,741.45,9.0,413,19.95,0.035,0.018,0.1,823.83,12
2025-04,4,S06,Nice,P001,Lait demi-écrémé,Alimentaire,34341.58,8448.03,24.6,738,46.53,0.077,0.114,0.17,5838.07,32
2025-04,4,S06,Nice,P002,Riz 1kg,Alimentaire,120309.91,28874.38,24.0,493,244.04,0.127,0.096,0.38,45717.77,16
2025-04,4,S06,Nice,P003,Pâtes 500g,Alimentaire,72915.58,17791.4,24.4,403,180.93,0.214,0.056,0.39,28437.08,39
2025-04,4,S06,Nice,P004,Shampoing,Droguerie,90669.17,23755.32,26.2,890,101.88,0.129,0.085,0.05,4533.46,3
2025-04,4,S06,Nice,P005,Lessive,Droguerie,51198.31,16639.45,32.5,1075,47.63,0.008,0.097,0.05,2559.92,24
2025-04,4,S06,Nice,P006,T-shirt homme,Textile,2178.94,363.88,16.7,462,4.72,0.084,0.034,0.24,522.95,38
2025-04,4,S06,Nice,P007,Jeans,Textile,148994.75,57064.99,38.3,886,168.17,0.2,0.197,0.06,8939.68,41
2025-04,4,S06,Nice,P008,Smartphone,Électronique,102821.45,26527.93,25.8,93,1105.61,0.12,0.143,0.06,6169.29,31
2025-04,4,S06,Nice,P009,TV 4K,Électronique,38942.96,16278.16,41.8,1228,31.71,0.137,0.174,0.31,12072.32,11
2025-04,4,S06,Nice,P010,Casque audio,Électronique,81301.02,12113.85,14.9,192,423.44,0.192,0.158,0.39,31707.4,37
2025-04,4,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,136190.13,55020.81,40.4,311,437.91,0.153,0.159,0.1,13619.01,27
2025-04,4,S07,Bordeaux,P002,Riz 1kg,Alimentaire,94863.43,32727.88,34.5,245,387.2,0.215,0.04,0.18,17075.42,19
2025-04,4,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,87957.81,29641.78,33.7,1318,66.74,0.208,0.108,0.17,14952.83,6
2025-04,4,S07,Bordeaux,P004,Shampoing,Droguerie,111529.71,20633.0,18.5,494,225.77,0.221,0.061,0.26,28997.72,39
2025-04,4,S07,Bordeaux,P005,Lessive,Droguerie,56461.98,18293.68,32.4,1032,54.71,0.222,0.023,0.07,3952.34,49
2025-04,4,S07,Bordeaux,P006,T-shirt homme,Textile,1661.24,282.41,17.0,1334,1.25,0.063,0.09,0.08,132.9,4
2025-04,4,S07,Bordeaux,P007,Jeans,Textile,34732.88,14935.14,43.0,610,56.94,0.193,0.075,0.38,13198.49,18
2025-04,4,S07,Bordeaux,P008,Smartphone,Électronique,96761.74,23126.06,23.9,814,118.87,0.075,0.147,0.2,19352.35,41
2025-04,4,S07,Bordeaux,P009,TV 4K,Électronique,143923.43,29648.23,20.6,491,293.12,0.148,0.143,0.28,40298.56,13
2025-04,4,S07,Bordeaux,P010,Casque audio,Électronique,32104.1,13194.79,41.1,821,39.1,0.016,0.002,0.07,2247.29,3
2025-04,4,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,94956.65,8736.01,9.2,599,158.53,0.085,0.008,0.06,5697.4,20
2025-04,4,S08,Nantes,P002,Riz 1kg,Alimentaire,55230.56,24246.22,43.9,780,70.81,0.207,0.081,0.1,5523.06,49
2025-04,4,S08,Nantes,P003,Pâtes 500g,Alimentaire,125831.48,33219.51,26.4,538,233.89,0.007,0.145,0.16,20133.04,10
2025-04,4,S08,Nantes,P004,Shampoing,Droguerie,148756.16,44924.36,30.2,588,252.99,0.228,0.126,0.28,41651.72,21
2025-04,4,S08,Nantes,P005,Lessive,Droguerie,69897.99,15237.76,21.8,1193,58.59,0.106,0.082,0.24,16775.52,18
2025-04,4,S08,Nantes,P006,T-shirt homme,Textile,88429.43,11407.4,12.9,850,104.03,0.014,0.081,0.04,3537.18,4
2025-04,4,S08,Nantes,P007,Jeans,Textile,33127.69,8679.45,26.2,1036,31.98,0.028,0.055,0.04,1325.11,34
2025-04,4,S08,Nantes,P008,Smartphone,Électronique,48666.07,8224.57,16.9,132,368.68,0.182,0.084,0.16,7786.57,44
2025-04,4,S08,Nantes,P009,TV 4K,Électronique,65795.16,7303.26,11.1,293,224.56,0.024,0.023,0.35,23028.31,35
2025-04,4,S08,Nantes,P010,Casque audio,Électronique,118957.69,29620.46,24.9,1091,109.04,0.064,0.127,0.09,10706.19,6
2025-05,5,S01,Paris,P001,Lait demi-écrémé,Alimentaire,111576.47,12161.84,10.9,609,183.21,0.182,0.17,0.33,36820.24,27
2025-05,5,S01,Paris,P002,Riz 1kg,Alimentaire,107256.86,11691.0,10.9,1246,86.08,0.034,0.041,0.3,32177.06,2
2025-05,5,S01,Paris,P003,Pâtes 500g,Alimentaire,87607.12,38809.95,44.3,1095,80.01,0.226,0.069,0.26,22777.85,9
2025-05,5,S01,Paris,P004,Shampoing,Droguerie,84652.47,33691.68,39.8,581,145.7,0.001,0.115,0.15,12697.87,19
2025-05,5,S01,Paris,P005,Lessive,Droguerie,136958.71,15065.46,11.0,680,201.41,0.104,0.117,0.23,31500.5,42
2025-05,5,S01,Paris,P006,T-shirt homme,Textile,63864.33,25737.32,40.3,1160,55.06,0.223,0.136,0.27,17243.37,40
2025-05,5,S01,Paris,P007,Jeans,Textile,13036.39,4562.74,35.0,1164,11.2,0.143,0.139,0.24,3128.73,49
2025-05,5,S01,Paris,P008,Smartphone,Électronique,19848.36,2838.32,14.3,55,360.88,0.007,0.149,0.22,4366.64,11
2025-05,5,S01,Paris,P009,TV 4K,Électronique,103104.4,16599.81,16.1,440,234.33,0.243,0.163,0.26,26807.14,24
2025-05,5,S01,Paris,P010,Casque audio,Électronique,51397.33,13054.92,25.4,752,68.35,0.093,0.118,0.31,15933.17,11
2025-05,5,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,5702.16,2417.72,42.4,344,16.58,0.082,0.166,0.07,399.15,41
2025-05,5,S02,Lyon,P002,Riz 1kg,Alimentaire,133318.86,11065.47,8.3,687,194.06,0.161,0.057,0.32,42662.04,24
2025-05,5,S02,Lyon,P003,Pâtes 500g,Alimentaire,68038.87,8232.7,12.1,1267,53.7,0.104,0.029,0.34,23133.22,39
2025-05,5,S02,Lyon,P004,Shampoing,Droguerie,133251.91,35445.01,26.6,1145,116.38,0.2,0.154,0.12,15990.23,42
2025-05,5,S02,Lyon,P005,Lessive,Droguerie,11735.68,5245.85,44.7,639,18.37,0.089,0.17,0.24,2816.56,17
2025-05,5,S02,Lyon,P006,T-shirt homme,Textile,44233.85,9775.68,22.1,739,59.86,0.211,0.076,0.07,3096.37,28
2025-05,5,S02,Lyon,P007,Jeans,Textile,33821.5,11127.27,32.9,722,46.84,0.151,0.148,0.0,0.0,2
2025-05,5,S02,Lyon,P008,Smartphone,Électronique,78313.34,20831.35,26.6,1482,52.84,0.035,0.054,0.23,18012.07,3
2025-05,5,S02,Lyon,P009,TV 4K,Électronique,2242.81,870.21,38.8,554,4.05,0.233,0.173,0.06,134.57,5
2025-05,5,S02,Lyon,P010,Casque audio,Électronique,144886.6,54767.13,37.8,357,405.84,0.049,0.197,0.08,11590.93,0
2025-05,5,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,71209.92,28982.44,40.7,1477,48.21,0.125,0.058,0.32,22787.17,12
2025-05,5,S03,Marseille,P002,Riz 1kg,Alimentaire,40792.21,13257.47,32.5,1399,29.16,0.159,0.025,0.38,15501.04,41
2025-05,5,S03,Marseille,P003,Pâtes 500g,Alimentaire,44206.18,13836.53,31.3,792,55.82,0.012,0.147,0.36,15914.22,12
2025-05,5,S03,Marseille,P004,Shampoing,Droguerie,104643.9,22917.01,21.9,151,693.01,0.114,0.033,0.12,12557.27,25
2025-05,5,S03,Marseille,P005,Lessive,Droguerie,61973.74,11713.04,18.9,541,114.55,0.205,0.121,0.05,3098.69,6
2025-05,5,S03,Marseille,P006,T-shirt homme,Textile,57102.98,21413.62,37.5,556,102.7,0.153,0.102,0.07,3997.21,41
2025-05,5,S03,Marseille,P007,Jeans,Textile,139115.6,57037.4,41.0,351,396.34,0.175,0.123,0.32,44516.99,38
2025-05,5,S03,Marseille,P008,Smartphone,Électronique,122326.7,32416.58,26.5,963,127.03,0.209,0.066,0.23,28135.14,32
2025-05,5,S03,Marseille,P009,TV 4K,Électronique,8345.75,1902.83,22.8,573,14.57,0.102,0.064,0.21,1752.61,23
2025-05,5,S03,Marseille,P010,Casque audio,Électronique,146746.73,13500.7,9.2,905,162.15,0.071,0.11,0.33,48426.42,28
2025-05,5,S04,Lille,P001,Lait demi-écrémé,Alimentaire,31788.65,5531.23,17.4,45,706.41,0.222,0.184,0.02,635.77,23
2025-05,5,S04,Lille,P002,Riz 1kg,Alimentaire,32489.89,6790.39,20.9,1050,30.94,0.162,0.094,0.07,2274.29,50
2025-05,5,S04,Lille,P003,Pâtes 500g,Alimentaire,28195.81,7528.28,26.7,310,90.95,0.212,0.077,0.31,8740.7,49
2025-05,5,S04,Lille,P004,Shampoing,Droguerie,81690.62,14786.0,18.1,1360,60.07,0.078,0.074,0.09,7352.16,1
2025-05,5,S04,Lille,P005,Lessive,Droguerie,136697.07,56865.98,41.6,1168,117.04,0.213,0.12,0.2,27339.41,30
2025-05,5,S04,Lille,P006,T-shirt homme,Textile,48115.94,18572.75,38.6,1029,46.76,0.205,0.106,0.08,3849.28,23
2025-05,5,S04,Lille,P007,Jeans,Textile,89459.32,16102.68,18.0,525,170.4,0.202,0.082,0.39,34889.13,11
2025-05,5,S04,Lille,P008,Smartphone,Électronique,75721.84,16431.64,21.7,902,83.95,0.058,0.094,0.06,4543.31,3
2025-05,5,S04,Lille,P009,TV 4K,Électronique,145260.5,59556.8,41.0,705,206.04,0.085,0.098,0.29,42125.54,41
2025-05,5,S04,Lille,P010,Casque audio,Électronique,57645.38,12220.82,21.2,136,423.86,0.133,0.102,0.39,22481.7,31
2025-05,5,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,106459.79,31405.64,29.5,836,127.34,0.203,0.189,0.34,36196.33,40
2025-05,5,S05,Toulouse,P002,Riz 1kg,Alimentaire,75436.45,29948.27,39.7,438,172.23,0.08,0.134,0.36,27157.12,40
2025-05,5,S05,Toulouse,P003,Pâtes 500g,Alimentaire,112503.28,46013.84,40.9,951,118.3,0.091,0.028,0.37,41626.21,29
2025-05,5,S05,Toulouse,P004,Shampoing,Droguerie,70755.25,29717.2,42.0,99,714.7,0.095,0.112,0.32,22641.68,48
2025-05,5,S05,Toulouse,P005,Lessive,Droguerie,134865.84,51249.02,38.0,224,602.08,0.043,0.042,0.1,13486.58,8
2025-05,5,S05,Toulouse,P006,T-shirt homme,Textile,115022.06,41292.92,35.9,693,165.98,0.247,0.195,0.13,14952.87,21
2025-05,5,S05,Toulouse,P007,Jeans,Textile,70917.4,20849.72,29.4,534,132.8,0.22,0.183,0.11,7800.91,40
2025-05,5,S05,Toulouse,P008,Smartphone,Électronique,8121.04,3126.6,38.5,153,53.08,0.021,0.12,0.16,1299.37,13
2025-05,5,S05,Toulouse,P009,TV 4K,Électronique,132788.04,31603.55,23.8,1213,109.47,0.197,0.088,0.11,14606.68,29
2025-05,5,S05,Toulouse,P010,Casque audio,Électronique,99311.93,25026.61,25.2,119,834.55,0.203,0.032,0.35,34759.18,2
2025-05,5,S06,Nice,P001,Lait demi-écrémé,Alimentaire,32891.03,9439.73,28.7,802,41.01,0.044,0.173,0.23,7564.94,42
2025-05,5,S06,Nice,P002,Riz 1kg,Alimentaire,100640.59,41665.2,41.4,1442,69.79,0.026,0.148,0.17,17108.9,48
2025-05,5,S06,Nice,P003,Pâtes 500g,Alimentaire,72420.51,25636.86,35.4,1103,65.66,0.116,0.158,0.16,11587.28,36
2025-05,5,S06,Nice,P004,Shampoing,Droguerie,114106.12,20767.31,18.2,1484,76.89,0.15,0.184,0.3,34231.84,8
2025-05,5,S06,Nice,P005,Lessive,Droguerie,83926.89,25010.21,29.8,1143,73.43,0.224,0.192,0.04,3357.08,30
2025-05,5,S06,Nice,P006,T-shirt homme,Textile,79122.09,29749.91,37.6,1082,73.13,0.168,0.094,0.17,13450.76,36
2025-05,5,S06,Nice,P007,Jeans,Textile,1029.76,156.52,15.2,227,4.54,0.158,0.062,0.07,72.08,28
2025-05,5,S06,Nice,P008,Smartphone,Électronique,121108.52,39965.81,33.0,878,137.94,0.025,0.178,0.3,36332.56,29
2025-05,5,S06,Nice,P009,TV 4K,Électronique,14849.38,1603.73,10.8,239,62.13,0.12,0.193,0.2,2969.88,7
2025-05,5,S06,Nice,P010,Casque audio,Électronique,15546.6,5301.39,34.1,377,41.24,0.05,0.07,0.34,5285.84,32
2025-05,5,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,39197.22,13444.65,34.3,159,246.52,0.036,0.146,0.0,0.0,42
2025-05,5,S07,Bordeaux,P002,Riz 1kg,Alimentaire,105746.74,34684.93,32.8,1288,82.1,0.175,0.041,0.27,28551.62,28
2025-05,5,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,144871.73,36507.68,25.2,586,247.22,0.163,0.122,0.04,5794.87,48
2025-05,5,S07,Bordeaux,P004,Shampoing,Droguerie,58632.8,17531.21,29.9,74,792.34,0.17,0.137,0.2,11726.56,35
2025-05,5,S07,Bordeaux,P005,Lessive,Droguerie,45312.59,10467.21,23.1,1205,37.6,0.085,0.146,0.16,7250.01,10
2025-05,5,S07,Bordeaux,P006,T-shirt homme,Textile,112975.42,19431.77,17.2,1361,83.01,0.076,0.077,0.03,3389.26,29
2025-05,5,S07,Bordeaux,P007,Jeans,Textile,77227.05,8958.34,11.6,1420,54.39,0.123,0.017,0.26,20079.03,3
2025-05,5,S07,Bordeaux,P008,Smartphone,Électronique,31709.42,8815.22,27.8,1141,27.79,0.065,0.186,0.25,7927.35,18
2025-05,5,S07,Bordeaux,P009,TV 4K,Électronique,68460.39,17388.94,25.4,1108,61.79,0.114,0.114,0.21,14376.68,32
2025-05,5,S07,Bordeaux,P010,Casque audio,Électronique,38441.33,9994.75,26.0,1170,32.86,0.135,0.151,0.06,2306.48,24
2025-05,5,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,89884.44,22021.69,24.5,747,120.33,0.157,0.107,0.03,2696.53,14
2025-05,5,S08,Nantes,P002,Riz 1kg,Alimentaire,13673.41,3541.41,25.9,705,19.39,0.17,0.043,0.33,4512.23,8
2025-05,5,S08,Nantes,P003,Pâtes 500g,Alimentaire,119598.63,46284.67,38.7,31,3858.02,0.022,0.122,0.11,13155.85,12
2025-05,5,S08,Nantes,P004,Shampoing,Droguerie,149024.13,47240.65,31.7,245,608.26,0.185,0.028,0.28,41726.76,44
2025-05,5,S08,Nantes,P005,Lessive,Droguerie,18557.65,4138.36,22.3,617,30.08,0.151,0.18,0.14,2598.07,43
