date_snapshot,entrepot_id,entrepot_nom,store_id,store_city,product_id,product_name,categorie,capacite_totale,stock_actuel,seuil_min,seuil_max,taux_occupation_pct,rupture_stock,surstock,rotation_stock_j
2025-04-07,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,108,64,517,0.31,Non,Non,16.5
2025-04-07,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,1629,65,1993,4.65,Non,Non,20.2
2025-04-07,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,775,71,844,2.58,Non,Oui,26.6
2025-04-07,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,352,58,1415,1.17,Non,Non,17.0
2025-04-07,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,1557,44,1706,5.19,Non,Oui,8.3
2025-04-07,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,26,43,1823,0.09,Oui,Non,3.6
2025-04-07,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,251,41,832,0.84,Non,Non,27.7
2025-04-07,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,358,31,1088,1.19,Non,Non,18.2
2025-04-07,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,1438,21,1740,4.79,Non,Non,20.0
2025-04-07,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,710,70,848,2.37,Non,Non,13.9
2025-04-07,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,816,37,1339,2.72,Non,Non,1.0
2025-04-07,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,594,63,607,1.98,Non,Oui,11.5
2025-04-07,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,68,44,879,0.24,Non,Non,14.8
2025-04-07,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,80,56,1825,0.29,Non,Non,1.5
2025-04-07,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,153,49,1758,0.55,Non,Non,2.4
2025-04-07,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,449,30,1677,1.6,Non,Non,8.1
2025-04-07,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,1268,45,1603,4.53,Non,Non,6.2
2025-04-07,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,949,40,1110,3.39,Non,Non,3.7
2025-04-07,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,391,95,955,1.4,Non,Non,25.7
2025-04-07,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,43,25,1359,0.15,Non,Non,28.0
2025-04-07,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,995,38,1444,3.55,Non,Non,20.1
2025-04-07,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,575,61,1319,2.05,Non,Non,12.6
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,485,73,612,1.94,Non,Non,29.3
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,576,36,1300,2.3,Non,Non,7.3
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,1923,87,1960,7.69,Non,Oui,11.3
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,666,21,1672,2.66,Non,Non,7.6
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,277,42,909,1.11,Non,Non,13.3
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,1349,76,1371,5.4,Non,Oui,5.3
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,227,48,1878,0.91,Non,Non,7.0
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,234,45,1340,0.94,Non,Non,1.4
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,579,99,1030,2.32,Non,Non,21.7
2025-04-07,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,281,75,1113,1.12,Non,Non,28.2
2025-04-07,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,714,32,1296,3.57,Non,Non,9.0
2025-04-07,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,201,56,738,1.0,Non,Non,14.3
2025-04-07,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,1348,79,1462,6.74,Non,Oui,26.9
2025-04-07,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,976,86,1241,4.88,Non,Non,28.6
2025-04-07,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,426,24,1364,2.13,Non,Non,23.9
2025-04-07,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,368,97,1098,1.84,Non,Non,19.1
2025-04-07,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,877,25,1068,4.38,Non,Non,24.5
2025-04-07,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,696,80,1171,3.48,Non,Non,3.9
2025-04-07,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,40,90,1403,0.2,Oui,Non,29.9
2025-04-07,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,1260,83,1769,6.3,Non,Non,17.4
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,374,42,1113,1.7,Non,Non,2.2
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,448,41,1087,2.04,Non,Non,13.9
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,159,54,1047,0.72,Non,Non,23.3
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,275,41,948,1.25,Non,Non,11.0
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,513,62,902,2.33,Non,Non,24.9
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P006,T-shirt homme,Textile,22000,918,93,1023,4.17,Non,Non,17.5
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P007,Jeans,Textile,22000,367,21,838,1.67,Non,Non,26.4
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P008,Smartphone,Électronique,22000,461,88,1257,2.1,Non,Non,12.0
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P009,TV 4K,Électronique,22000,1145,37,1356,5.2,Non,Non,17.5
2025-04-07,E07,Bordeaux-Centre,S07,Bordeaux,P010,Casque audio,Électronique,22000,957,55,1909,4.35,Non,Non,6.0
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,24000,545,86,1388,2.27,Non,Non,2.8
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P002,Riz 1kg,Alimentaire,24000,304,21,506,1.27,Non,Non,10.8
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P003,Pâtes 500g,Alimentaire,24000,640,84,1190,2.67,Non,Non,15.0
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P004,Shampoing,Droguerie,24000,93,54,857,0.39,Non,Non,12.3
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P005,Lessive,Droguerie,24000,328,55,980,1.37,Non,Non,23.6
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P006,T-shirt homme,Textile,24000,33,97,532,0.14,Oui,Non,17.9
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P007,Jeans,Textile,24000,1092,48,1476,4.55,Non,Non,3.3
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P008,Smartphone,Électronique,24000,312,74,602,1.3,Non,Non,15.2
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P009,TV 4K,Électronique,24000,300,72,692,1.25,Non,Non,7.4
2025-04-07,E08,Nantes-Atlantique,S08,Nantes,P010,Casque audio,Électronique,24000,536,84,1570,2.23,Non,Non,9.0
2025-04-14,E01,Paris-Rungis,S01,Paris,P001,Lait demi-écrémé,Alimentaire,50000,405,78,604,0.81,Non,Non,22.1
2025-04-14,E01,Paris-Rungis,S01,Paris,P002,Riz 1kg,Alimentaire,50000,1541,30,1610,3.08,Non,Oui,14.1
2025-04-14,E01,Paris-Rungis,S01,Paris,P003,Pâtes 500g,Alimentaire,50000,525,64,1351,1.05,Non,Non,27.0
2025-04-14,E01,Paris-Rungis,S01,Paris,P004,Shampoing,Droguerie,50000,695,79,769,1.39,Non,Oui,26.4
2025-04-14,E01,Paris-Rungis,S01,Paris,P005,Lessive,Droguerie,50000,1133,49,1327,2.27,Non,Non,27.8
2025-04-14,E01,Paris-Rungis,S01,Paris,P006,T-shirt homme,Textile,50000,608,28,1253,1.22,Non,Non,26.6
2025-04-14,E01,Paris-Rungis,S01,Paris,P007,Jeans,Textile,50000,763,31,1563,1.53,Non,Non,24.7
2025-04-14,E01,Paris-Rungis,S01,Paris,P008,Smartphone,Électronique,50000,68,97,1669,0.14,Oui,Non,28.2
2025-04-14,E01,Paris-Rungis,S01,Paris,P009,TV 4K,Électronique,50000,973,39,1427,1.95,Non,Non,27.8
2025-04-14,E01,Paris-Rungis,S01,Paris,P010,Casque audio,Électronique,50000,225,41,1681,0.45,Non,Non,1.3
2025-04-14,E02,Lyon-Sud,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,35000,685,86,1130,1.96,Non,Non,2.2
2025-04-14,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,1722,78,1830,4.92,Non,Oui,25.3
2025-04-14,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,297,69,541,0.85,Non,Non,29.3
2025-04-14,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,877,66,1343,2.51,Non,Non,2.0
2025-04-14,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,722,24,966,2.06,Non,Non,8.2
2025-04-14,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,1212,54,1370,3.46,Non,Non,15.8
2025-04-14,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,405,47,555,1.16,Non,Non,15.0
2025-04-14,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,432,76,1863,1.23,Non,Non,1.6
2025-04-14,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,1435,71,1464,4.1,Non,Oui,24.0
2025-04-14,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,277,35,1622,0.79,Non,Non,6.3
2025-04-14,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,840,43,1361,2.8,Non,Non,26.7
2025-04-14,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,1315,80,1676,4.38,Non,Non,9.2
2025-04-14,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,33,30,1758,0.11,Non,Non,23.4
2025-04-14,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,1325,77,1540,4.42,Non,Non,15.7
2025-04-14,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,514,62,946,1.71,Non,Non,23.0
2025-04-14,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,396,96,595,1.32,Non,Non,14.7
2025-04-14,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,849,46,1672,2.83,Non,Non,6.9
2025-04-14,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,1054,41,1926,3.51,Non,Non,21.1
2025-04-14,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,818,84,1486,2.73,Non,Non,1.7
2025-04-14,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,660,60,1805,2.2,Non,Non,25.6
2025-04-14,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,282,58,1669,1.01,Non,Non,5.0
2025-04-14,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,932,35,1922,3.33,Non,Non,2.7
2025-04-14,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,159,91,1365,0.57,Non,Non,16.8
2025-04-14,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,1481,71,1898,5.29,Non,Non,13.8
2025-04-14,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,421,72,1300,1.5,Non,Non,6.4
2025-04-14,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,411,27,642,1.47,Non,Non,23.1
2025-04-14,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,1835,93,1884,6.55,Non,Oui,26.5
2025-04-14,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,829,80,892,2.96,Non,Oui,17.8
2025-04-14,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,1260,42,1542,4.5,Non,Non,3.3
2025-04-14,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,327,92,1598,1.17,Non,Non,15.2
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,428,91,815,1.71,Non,Non,21.4
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,474,46,977,1.9,Non,Non,3.6
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,866,20,1593,3.46,Non,Non,24.8
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,537,59,1750,2.15,Non,Non,6.0
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,323,95,1097,1.29,Non,Non,1.9
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,1406,95,1596,5.62,Non,Non,28.7
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,243,50,678,0.97,Non,Non,28.8
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,1310,58,1907,5.24,Non,Non,18.4
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,289,22,731,1.16,Non,Non,11.4
2025-04-14,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,857,92,1750,3.43,Non,Non,14.0
2025-04-14,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,367,68,1726,1.84,Non,Non,2.8
2025-04-14,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,899,63,1603,4.5,Non,Non,6.5
2025-04-14,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,332,67,1029,1.66,Non,Non,28.8
2025-04-14,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,574,54,975,2.87,Non,Non,27.5
2025-04-14,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,1610,55,1848,8.05,Non,Non,8.1
2025-04-14,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,300,26,1928,1.5,Non,Non,23.7
2025-04-14,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,1103,29,1454,5.51,Non,Non,4.2
2025-04-14,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,11,80,1528,0.06,Oui,Non,12.2
2025-04-14,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,555,68,1812,2.77,Non,Non,20.2
2025-04-14,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,1080,34,1203,5.4,Non,Non,17.8
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,388,26,710,1.76,Non,Non,19.9
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,1480,52,1689,6.73,Non,Non,20.1
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,336,85,690,1.53,Non,Non,1.0
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,117,77,594,0.53,Non,Non,14.8
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,422,96,819,1.92,Non,Non,19.3
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P006,T-shirt homme,Textile,22000,98,25,1413,0.45,Non,Non,6.9
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P007,Jeans,Textile,22000,1104,85,1788,5.02,Non,Non,1.9
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P008,Smartphone,Électronique,22000,326,28,1430,1.48,Non,Non,12.7
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P009,TV 4K,Électronique,22000,615,87,839,2.8,Non,Non,28.4
2025-04-14,E07,Bordeaux-Centre,S07,Bordeaux,P010,Casque audio,Électronique,22000,666,90,856,3.03,Non,Non,26.2
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,24000,1078,57,1112,4.49,Non,Oui,10.5
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P002,Riz 1kg,Alimentaire,24000,1742,23,1852,7.26,Non,Oui,1.6
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P003,Pâtes 500g,Alimentaire,24000,1039,38,1557,4.33,Non,Non,20.1
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P004,Shampoing,Droguerie,24000,376,63,1657,1.57,Non,Non,19.6
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P005,Lessive,Droguerie,24000,564,79,1792,2.35,Non,Non,3.6
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P006,T-shirt homme,Textile,24000,4,73,1605,0.02,Oui,Non,13.3
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P007,Jeans,Textile,24000,230,95,1903,0.96,Non,Non,21.9
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P008,Smartphone,Électronique,24000,175,69,725,0.73,Non,Non,24.2
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P009,TV 4K,Électronique,24000,271,71,1302,1.13,Non,Non,1.5
2025-04-14,E08,Nantes-Atlantique,S08,Nantes,P010,Casque audio,Électronique,24000,273,24,1586,1.14,Non,Non,25.4
2025-04-21,E01,Paris-Rungis,S01,Paris,P001,Lait demi-écrémé,Alimentaire,50000,245,50,1779,0.49,Non,Non,14.2
2025-04-21,E01,Paris-Rungis,S01,Paris,P002,Riz 1kg,Alimentaire,50000,398,42,1362,0.8,Non,Non,20.5
2025-04-21,E01,Paris-Rungis,S01,Paris,P003,Pâtes 500g,Alimentaire,50000,551,53,1074,1.1,Non,Non,7.3
2025-04-21,E01,Paris-Rungis,S01,Paris,P004,Shampoing,Droguerie,50000,376,96,1281,0.75,Non,Non,19.6
2025-04-21,E01,Paris-Rungis,S01,Paris,P005,Lessive,Droguerie,50000,1393,62,1568,2.79,Non,Non,24.8
2025-04-21,E01,Paris-Rungis,S01,Paris,P006,T-shirt homme,Textile,50000,83,82,512,0.17,Non,Non,6.2
2025-04-21,E01,Paris-Rungis,S01,Paris,P007,Jeans,Textile,50000,1347,57,1855,2.69,Non,Non,5.1
2025-04-21,E01,Paris-Rungis,S01,Paris,P008,Smartphone,Électronique,50000,1795,40,1846,3.59,Non,Oui,11.8
2025-04-21,E01,Paris-Rungis,S01,Paris,P009,TV 4K,Électronique,50000,38,72,1721,0.08,Oui,Non,18.0
2025-04-21,E01,Paris-Rungis,S01,Paris,P010,Casque audio,Électronique,50000,469,39,956,0.94,Non,Non,11.6
2025-04-21,E02,Lyon-Sud,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,35000,564,21,874,1.61,Non,Non,27.4
2025-04-21,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,829,92,1424,2.37,Non,Non,24.9
2025-04-21,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,624,27,1011,1.78,Non,Non,11.9
2025-04-21,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,67,77,501,0.19,Oui,Non,27.6
2025-04-21,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,384,57,996,1.1,Non,Non,10.2
2025-04-21,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,360,59,586,1.03,Non,Non,11.3
2025-04-21,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,162,74,1023,0.46,Non,Non,21.3
2025-04-21,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,570,76,1252,1.63,Non,Non,20.7
2025-04-21,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,557,51,1319,1.59,Non,Non,25.4
2025-04-21,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,300,85,1619,0.86,Non,Non,4.4
2025-04-21,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,1020,92,1425,3.4,Non,Non,8.2
2025-04-21,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,819,67,1066,2.73,Non,Non,12.9
2025-04-21,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,236,45,760,0.79,Non,Non,13.4
2025-04-21,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,949,68,1325,3.16,Non,Non,18.5
2025-04-21,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,835,99,1583,2.78,Non,Non,9.2
2025-04-21,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,381,29,764,1.27,Non,Non,17.9
2025-04-21,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,1365,92,1492,4.55,Non,Oui,27.2
2025-04-21,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,262,37,603,0.87,Non,Non,6.4
2025-04-21,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,377,87,1292,1.26,Non,Non,5.8
2025-04-21,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,1269,72,1654,4.23,Non,Non,4.7
2025-04-21,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,815,69,1353,2.91,Non,Non,3.1
2025-04-21,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,1194,78,1665,4.26,Non,Non,12.8
2025-04-21,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,772,44,1206,2.76,Non,Non,18.7
2025-04-21,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,1346,95,1730,4.81,Non,Non,24.8
2025-04-21,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,1620,95,1735,5.79,Non,Oui,28.6
2025-04-21,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,220,90,1007,0.79,Non,Non,10.3
2025-04-21,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,818,90,1477,2.92,Non,Non,17.1
2025-04-21,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,1014,79,1954,3.62,Non,Non,14.1
2025-04-21,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,888,43,1262,3.17,Non,Non,1.4
2025-04-21,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,260,35,1005,0.93,Non,Non,16.2
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,515,26,1571,2.06,Non,Non,27.0
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,335,51,695,1.34,Non,Non,6.8
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,782,87,888,3.13,Non,Non,18.4
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,412,39,758,1.65,Non,Non,1.3
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,296,20,636,1.18,Non,Non,9.6
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,300,79,1316,1.2,Non,Non,25.4
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,464,28,1124,1.86,Non,Non,25.7
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,1916,56,1997,7.66,Non,Oui,17.4
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,242,47,1115,0.97,Non,Non,1.5
2025-04-21,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,1015,86,1677,4.06,Non,Non,10.3
2025-04-21,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,271,89,1462,1.35,Non,Non,2.0
2025-04-21,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,890,98,1606,4.45,Non,Non,19.7
2025-04-21,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,327,69,1108,1.64,Non,Non,22.5
2025-04-21,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,23,37,1107,0.11,Oui,Non,10.6
2025-04-21,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,531,39,613,2.66,Non,Non,6.3
2025-04-21,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,31,63,975,0.15,Oui,Non,17.5
2025-04-21,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,876,82,1373,4.38,Non,Non,18.7
2025-04-21,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,534,33,1774,2.67,Non,Non,17.2
2025-04-21,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,256,99,1320,1.28,Non,Non,27.5
2025-04-21,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,69,92,1616,0.34,Oui,Non,19.8
2025-04-21,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,1093,67,1323,4.97,Non,Non,4.8
2025-04-21,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,485,20,674,2.2,Non,Non,20.1
2025-04-21,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,5,51,1786,0.02,Oui,Non,14.0
2025-04-21,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,205,72,1337,0.93,Non,Non,28.2
2025-04-21,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,682,75,1671,3.1,Non,Non,29.4
