order_id,supplier_id,supplier_name,pays_origine,categorie,product_id,product_name,date_commande,date_livraison,delai_prevu_j,delai_reel_j,retard_j,quantite_commandee,prix_unitaire,montant_total,taux_fiabilite,conformite_qualite
ORD00652,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-11-29,2025-12-23,25,24,0,284,301.19,85537.96,0.86,Oui
ORD00653,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-15,2025-12-03,18,18,0,131,307.31,40257.61,0.83,Oui
ORD00654,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-17,2025-07-23,5,6,1,1156,325.93,376775.08,0.76,Oui
ORD00655,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-21,2025-10-04,10,13,3,962,219.32,210985.84,0.82,Oui
ORD00656,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-21,2025-09-30,10,9,0,1991,43.63,86867.33,0.99,Oui
ORD00657,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-04,2025-02-02,25,29,4,184,95.25,17526.0,0.91,Oui
ORD00658,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-23,2025-03-09,14,14,0,1151,373.02,429346.02,0.97,Oui
ORD00659,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-11-28,2025-12-11,14,13,0,1579,308.88,487721.52,0.76,Oui
ORD00660,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-02-14,2025-02-15,2,1,0,161,80.51,12962.11,0.81,Oui
ORD00661,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-13,2025-05-21,6,8,2,844,203.28,171568.32,0.85,Oui
ORD00662,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-12-11,2025-12-24,14,13,0,1145,3.15,3606.75,0.93,Oui
ORD00663,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-24,2025-02-15,18,22,4,1787,33.13,59203.31,0.98,Oui
ORD00664,F005,CleanHome,France,Droguerie,P005,Lessive,2025-11-07,2025-11-09,3,2,0,626,344.49,215650.74,0.86,Oui
ORD00665,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-31,2025-09-02,2,2,0,1142,99.33,113434.86,0.94,Oui
ORD00666,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-06-01,2025-06-30,25,29,4,345,134.48,46395.6,0.97,Non
ORD00667,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-01-06,2025-01-19,10,13,3,1841,250.0,460250.0,0.78,Oui
ORD00668,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-07-21,2025-08-11,18,21,3,1171,426.17,499045.07,0.83,Oui
ORD00669,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-19,2025-05-01,10,12,2,1904,290.85,553778.4,0.88,Oui
ORD00670,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-11-12,2025-11-19,6,7,1,447,52.02,23252.94,0.92,Oui
ORD00671,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-09,2025-10-13,2,4,2,1370,247.57,339170.9,0.82,Oui
ORD00672,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-12,2025-04-21,5,9,4,1239,219.49,271948.11,0.83,Oui
ORD00673,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-21,2025-02-28,6,7,1,1318,31.88,42017.84,0.8,Oui
ORD00674,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-12,2025-11-26,10,14,4,676,312.21,211053.96,0.79,Oui
ORD00675,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-08,2025-08-18,10,10,0,59,141.29,8336.11,0.95,Oui
ORD00676,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-22,2025-06-06,14,15,1,325,305.97,99440.25,0.83,Oui
ORD00677,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-03,2025-07-25,21,22,1,1047,248.48,260158.56,0.79,Oui
ORD00678,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-13,2025-03-19,3,6,3,452,118.82,53706.64,0.97,Oui
ORD00679,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-10,2025-01-18,5,8,3,1343,14.52,19500.36,0.9,Oui
ORD00680,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-04-19,2025-05-06,18,17,0,1179,117.65,138709.35,0.97,Oui
ORD00681,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-07,2025-07-13,4,6,2,507,401.2,203408.4,0.9,Oui
ORD00682,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-26,2025-09-02,4,7,3,1095,41.2,45114.0,0.84,Oui
ORD00683,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-11-11,2025-11-21,6,10,4,389,340.86,132594.54,0.79,Oui
ORD00684,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-10-17,2025-11-08,18,22,4,1836,435.5,799578.0,0.93,Oui
ORD00685,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-01-21,2025-01-31,10,10,0,1609,219.7,353497.3,0.77,Oui
ORD00686,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-09,2025-12-11,2,2,0,1110,408.52,453457.2,0.84,Oui
ORD00687,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-24,2025-02-13,21,20,0,1378,146.17,201422.26,0.93,Oui
ORD00688,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-15,2025-05-21,3,6,3,1164,256.79,298903.56,0.84,Oui
ORD00689,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-01,2025-12-18,18,17,0,1108,113.59,125857.72,0.99,Oui
ORD00690,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-06-30,2025-07-15,14,15,1,1047,356.8,373569.6,0.97,Oui
ORD00691,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-14,2025-08-18,4,4,0,521,35.15,18313.15,0.91,Oui
ORD00692,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-03-22,2025-03-27,4,5,1,1282,322.93,413996.26,0.78,Oui
ORD00693,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-02-28,2025-03-12,10,12,2,1432,215.73,308925.36,0.8,Oui
ORD00694,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-12,2025-01-26,14,14,0,138,57.98,8001.24,0.9,Oui
ORD00695,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-21,2025-02-18,25,28,3,350,25.63,8970.5,0.81,Oui
ORD00696,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-11-03,2025-11-20,14,17,3,1355,8.87,12018.85,0.93,Oui
ORD00697,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-13,2025-02-16,3,3,0,969,273.13,264662.97,0.87,Oui
ORD00698,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-30,2025-08-08,6,9,3,342,357.68,122326.56,0.96,Oui
ORD00699,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-16,2025-06-10,25,25,0,1533,308.67,473191.11,0.98,Oui
ORD00700,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-28,2025-05-05,5,7,2,839,59.93,50281.27,0.75,Oui
ORD00701,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-17,2026-01-13,25,27,2,1742,67.73,117985.66,0.77,Oui
ORD00702,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-04,2025-11-21,18,17,0,1847,352.85,651713.95,0.88,Oui
ORD00703,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-04,2025-12-25,21,21,0,1897,271.76,515528.72,0.96,Oui
ORD00704,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-25,2025-10-11,14,16,2,808,393.73,318133.84,0.92,Oui
ORD00705,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-15,2025-08-06,21,22,1,1256,362.18,454898.08,0.98,Oui
ORD00706,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-02-20,2025-03-12,18,20,2,324,114.91,37230.84,0.94,Oui
ORD00707,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-26,2025-06-03,5,8,3,1845,244.91,451858.95,0.81,Oui
ORD00708,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-23,2025-10-28,2,5,3,291,234.13,68131.83,0.84,Oui
ORD00709,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-29,2025-08-09,10,11,1,268,70.07,18778.76,0.91,Oui
ORD00710,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-05,2025-09-02,25,28,3,798,275.54,219880.92,1.0,Oui
ORD00711,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-31,2025-08-09,6,9,3,1655,251.12,415603.6,0.79,Oui
ORD00712,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-05-10,2025-06-01,21,22,1,1233,155.29,191472.57,0.93,Oui
ORD00713,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-28,2025-05-05,5,7,2,1653,314.84,520430.52,0.79,Oui
ORD00714,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-06-23,2025-07-10,14,17,3,1307,313.83,410175.81,0.93,Oui
ORD00715,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-02-16,2025-02-18,2,2,0,1015,416.67,422920.05,0.86,Oui
ORD00716,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-09,2025-07-14,6,5,0,1297,17.47,22658.59,0.85,Non
ORD00717,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-02,2025-12-23,18,21,3,636,320.37,203755.32,0.9,Non
ORD00718,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-24,2025-11-30,4,6,2,949,5.31,5039.19,0.96,Non
ORD00719,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-27,2025-06-21,25,25,0,118,352.89,41641.02,0.88,Oui
ORD00720,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-03-28,2025-04-19,18,22,4,123,162.2,19950.6,0.91,Non
ORD00721,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-22,2025-05-29,5,7,2,773,301.51,233067.23,0.85,Oui
ORD00722,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-27,2025-12-28,2,1,0,1932,41.03,79269.96,0.82,Oui
ORD00723,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-28,2025-07-17,18,19,1,1720,124.79,214638.8,0.9,Oui
ORD00724,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-22,2025-11-04,14,13,0,584,79.18,46241.12,0.88,Oui
ORD00725,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-31,2025-06-26,25,26,1,1989,53.1,105615.9,0.88,Oui
ORD00726,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-22,2025-11-17,25,26,1,1471,199.52,293493.92,0.84,Oui
ORD00727,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-06-23,2025-07-01,6,8,2,1445,207.59,299967.55,0.9,Oui
ORD00728,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-13,2025-05-17,5,4,0,833,285.33,237679.89,1.0,Oui
ORD00729,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-06-11,2025-06-19,6,8,2,773,232.67,179853.91,0.75,Oui
ORD00730,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-28,2025-06-02,6,5,0,867,303.33,262987.11,0.96,Oui
ORD00731,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-09-01,2025-09-06,4,5,1,774,98.75,76432.5,0.89,Oui
ORD00732,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-13,2025-09-23,6,10,4,458,106.07,48580.06,0.81,Oui
ORD00733,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-04-14,2025-04-20,6,6,0,1762,278.56,490822.72,0.79,Oui
ORD00734,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-13,2025-12-22,5,9,4,1058,276.42,292452.36,0.94,Oui
ORD00735,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-09-04,2025-09-07,2,3,1,1321,142.28,187951.88,0.97,Oui
ORD00736,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-21,2025-06-10,18,20,2,424,442.99,187827.76,0.98,Oui
ORD00737,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-23,2025-10-29,6,6,0,160,236.82,37891.2,0.86,Non
ORD00738,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-09-15,2025-09-18,2,3,1,856,387.25,331486.0,0.94,Oui
ORD00739,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-24,2026-01-01,5,8,3,992,142.39,141250.88,0.75,Oui
ORD00740,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-25,2025-11-07,14,13,0,716,163.04,116736.64,0.97,Oui
ORD00741,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-02,2025-05-06,3,4,1,1015,431.36,437830.4,0.84,Oui
ORD00742,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-18,2025-05-04,14,16,2,1485,338.61,502835.85,0.84,Oui
ORD00743,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-04-03,2025-04-27,21,24,3,318,440.68,140136.24,0.92,Oui
ORD00744,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-01,2025-05-07,3,6,3,935,385.41,360358.35,0.8,Oui
ORD00745,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-31,2025-09-03,4,3,0,411,189.97,78077.67,0.78,Oui
ORD00746,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-01,2025-10-30,25,29,4,696,353.51,246042.96,0.83,Oui
ORD00747,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-25,2025-02-14,18,20,2,252,310.9,78346.8,0.77,Oui
ORD00748,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-19,2025-12-09,21,20,0,971,335.19,325469.49,0.81,Oui
ORD00749,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-12,2025-06-07,25,26,1,90,185.59,16703.1,0.84,Oui
ORD00750,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-04-12,2025-05-03,18,21,3,1229,292.61,359617.69,0.88,Non
ORD00751,F005,CleanHome,France,Droguerie,P005,Lessive,2025-07-01,2025-07-05,3,4,1,1428,229.94,328354.32,0.94,Oui
ORD00752,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-15,2025-07-23,5,8,3,636,208.96,132898.56,0.99,Oui
ORD00753,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-04,2025-08-18,10,14,4,1304,257.45,335714.8,0.96,Oui
ORD00754,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-06-25,2025-06-29,4,4,0,692,142.94,98914.48,0.82,Oui
ORD00755,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-19,2025-06-04,14,16,2,1649,388.33,640356.17,0.84,Oui
ORD00756,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-31,2025-08-21,21,21,0,426,384.47,163784.22,0.78,Oui
ORD00757,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-25,2026-01-01,3,7,4,213,95.15,20266.95,0.85,Oui
ORD00758,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-10-08,2025-10-28,21,20,0,103,347.03,35744.09,0.88,Non
ORD00759,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-15,2025-05-23,5,8,3,368,38.4,14131.2,0.98,Oui
ORD00760,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-07,2025-05-17,6,10,4,631,199.7,126010.7,0.78,Oui
ORD00761,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-15,2025-01-18,4,3,0,1408,160.9,226547.2,0.98,Oui
ORD00762,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-10-04,2025-10-26,21,22,1,1173,200.46,235139.58,0.99,Oui
ORD00763,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-30,2025-11-06,4,7,3,985,284.16,279897.6,0.91,Oui
ORD00764,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-11-24,2025-12-23,25,29,4,1143,139.69,159665.67,0.84,Oui
ORD00765,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-08-15,2025-08-21,5,6,1,799,185.79,148446.21,0.79,Oui
ORD00766,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-11,2025-04-06,25,26,1,637,211.4,134661.8,0.75,Non
ORD00767,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-06-03,2025-06-23,21,20,0,1618,193.98,313859.64,0.82,Oui
ORD00768,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-08,2025-10-11,2,3,1,436,185.58,80912.88,0.89,Oui
ORD00769,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-27,2025-12-03,4,6,2,1746,170.57,297815.22,0.82,Oui
ORD00770,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-22,2025-10-01,6,9,3,1703,312.42,532051.26,0.82,Oui
ORD00771,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-18,2025-06-14,25,27,2,435,384.14,167100.9,0.8,Oui
ORD00772,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-13,2025-12-06,21,23,2,607,315.36,191423.52,0.87,Oui
ORD00773,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-26,2025-02-02,4,7,3,95,84.08,7987.6,0.78,Oui
ORD00774,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-05,2025-01-26,21,21,0,234,68.23,15965.82,0.87,Oui
ORD00775,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-13,2025-09-17,3,4,1,999,313.77,313456.23,0.76,Oui
ORD00776,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-29,2025-02-03,4,5,1,1638,176.89,289745.82,0.89,Oui
ORD00777,F005,CleanHome,France,Droguerie,P005,Lessive,2025-07-15,2025-07-17,3,2,0,299,438.58,131135.42,0.93,Oui
ORD00778,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-05-07,2025-06-01,21,25,4,118,90.03,10623.54,0.93,Oui
ORD00779,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-08-31,2025-09-08,6,8,2,1445,432.57,625063.65,0.98,Oui
ORD00780,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-09,2025-10-14,2,5,3,300,114.36,34308.0,0.91,Oui
ORD00781,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-08,2025-12-10,2,2,0,281,106.57,29946.17,0.86,Oui
ORD00782,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-27,2025-10-29,3,2,0,860,355.22,305489.2,0.75,Oui
ORD00783,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-19,2026-01-12,21,24,3,367,167.44,61450.48,0.77,Oui
ORD00784,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-18,2025-12-26,5,8,3,743,418.92,311257.56,1.0,Oui
ORD00785,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-07-02,2025-07-08,2,6,4,365,315.75,115248.75,0.95,Oui
ORD00786,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-06-12,2025-06-21,6,9,3,1664,290.27,483009.28,0.84,Oui
ORD00787,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-11,2025-01-21,6,10,4,823,161.5,132914.5,0.78,Oui
ORD00788,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-28,2026-01-20,21,23,2,1194,132.97,158766.18,0.92,Oui
ORD00789,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-06,2025-10-11,4,5,1,712,329.71,234753.52,0.82,Oui
ORD00790,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-24,2025-04-17,25,24,0,1137,70.18,79794.66,0.82,Oui
ORD00791,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-21,2025-08-30,10,9,0,1639,287.29,470868.31,0.84,Oui
ORD00792,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-11-14,2025-11-17,2,3,1,1639,279.28,457739.92,0.83,Oui
ORD00793,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-18,2025-08-12,25,25,0,1123,307.61,345446.03,0.94,Oui
ORD00794,F005,CleanHome,France,Droguerie,P005,Lessive,2025-06-15,2025-06-20,3,5,2,1362,145.25,197830.5,0.77,Oui
ORD00795,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-03-08,2025-03-10,2,2,0,1838,14.56,26761.28,0.78,Oui
ORD00796,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-20,2025-10-26,2,6,4,1762,175.18,308667.16,0.87,Oui
ORD00797,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-12,2025-05-29,18,17,0,800,99.71,79768.0,0.93,Oui
ORD00798,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-12-02,2025-12-10,6,8,2,1951,400.45,781277.95,0.77,Oui
ORD00799,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-07-04,2025-07-09,2,5,3,1572,422.24,663761.28,0.85,Oui
ORD00800,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-11-12,2025-11-15,2,3,1,1133,18.77,21266.41,0.77,Oui
ORD00801,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-23,2025-09-28,6,5,0,257,326.46,83900.22,0.88,Oui
ORD00802,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-03,2025-12-28,25,25,0,1217,281.58,342682.86,0.79,Oui
ORD00803,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-24,2025-03-14,14,18,4,1230,161.4,198522.0,0.86,Oui
ORD00804,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-27,2025-04-01,5,5,0,1176,181.0,212856.0,0.83,Oui
ORD00805,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-15,2025-09-03,18,19,1,1898,142.16,269819.68,1.0,Oui
ORD00806,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-31,2025-08-14,10,14,4,931,371.86,346201.66,0.83,Oui
ORD00807,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-20,2025-05-17,25,27,2,1618,247.83,400988.94,0.94,Oui
ORD00808,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-18,2025-09-10,21,23,2,50,326.98,16349.0,1.0,Oui
ORD00809,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-11,2025-04-06,25,26,1,63,135.5,8536.5,0.81,Oui
ORD00810,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-20,2025-12-23,2,3,1,1932,249.37,481782.84,0.89,Non
ORD00811,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-02-18,2025-02-21,4,3,0,992,160.37,159087.04,0.78,Oui
ORD00812,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-08,2025-05-26,18,18,0,574,365.08,209555.92,0.77,Oui
ORD00813,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-09,2025-02-19,6,10,4,714,356.91,254833.74,0.79,Oui
ORD00814,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-02-18,2025-03-11,18,21,3,1365,135.53,184998.45,0.93,Oui
ORD00815,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-29,2025-02-04,5,6,1,762,395.97,301729.14,0.86,Non
ORD00816,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-27,2025-05-06,5,9,4,1386,382.34,529923.24,0.98,Oui
ORD00817,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-28,2025-02-12,14,15,1,1123,19.01,21348.23,0.88,Oui
ORD00818,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-24,2026-01-18,25,25,0,363,23.21,8425.23,0.93,Oui
ORD00819,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-01,2025-11-25,21,24,3,1083,40.99,44392.17,0.86,Oui
ORD00820,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-03-09,2025-03-14,4,5,1,219,214.4,46953.6,0.94,Oui
ORD00821,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-13,2025-02-18,3,5,2,1077,195.8,210876.6,0.92,Oui
ORD00822,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-10-14,2025-11-04,21,21,0,1049,178.2,186931.8,0.89,Oui
ORD00823,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-07,2025-06-01,25,25,0,196,120.18,23555.28,0.86,Oui
ORD00824,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-02-15,2025-03-04,18,17,0,1425,186.41,265634.25,0.84,Oui
ORD00825,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-01,2025-11-15,10,14,4,99,346.47,34300.53,0.79,Oui
ORD00826,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-16,2025-12-07,21,21,0,952,20.67,19677.84,0.95,Oui
ORD00827,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-03-21,2025-04-04,10,14,4,1796,39.07,70169.72,0.93,Oui
ORD00828,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-03-17,2025-04-05,18,19,1,78,154.8,12074.4,0.95,Oui
ORD00829,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-12,2025-02-03,21,22,1,478,333.14,159240.92,0.8,Oui
ORD00830,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-08,2025-10-13,3,5,2,1325,328.6,435395.0,0.79,Oui
ORD00831,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-07-12,2025-07-17,2,5,3,1905,298.76,569137.8,0.76,Oui
ORD00832,F005,CleanHome,France,Droguerie,P005,Lessive,2025-04-13,2025-04-20,3,7,4,1315,122.44,161008.6,0.87,Non
ORD00833,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-18,2025-07-27,5,9,4,605,298.51,180598.55,0.98,Oui
ORD00834,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-10,2025-01-16,5,6,1,1826,397.59,725999.34,0.85,Non
