transaction_id,date,store_id,store_city,product_id,product_name,category,price,quantity,total_amount,customer_id,customer_age,customer_segment,loyalty_points,payment_method,stock_before,stock_after,promotion,weather,temperature,special_day,web_visits,clicks
T00360,2025-09-24,S01,Paris,P006,T-shirt homme,Textile,12.0,6,72.0,C862,65,Famille,978,CB,176,170,Oui,Nuageux,21.5,Noël,38,3
T00361,2025-01-12,S07,Bordeaux,P007,Jeans,Textile,35.0,8,280.0,C127,45,Famille,3595,Mobile,146,138,Oui,Neige,14.4,Aucun,13,9
T00362,2025-06-19,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C829,29,Famille,902,Mobile,200,192,Oui,Neige,30.7,Soldes,29,21
T00363,2025-06-24,S03,Marseille,P005,Lessive,Droguerie,8.5,6,51.0,C324,43,Famille,4763,Espèces,136,130,Non,Neige,22.0,Aucun,24,24
T00364,2025-01-21,S04,Lille,P007,Jeans,Textile,35.0,10,350.0,C605,59,Famille,2509,Espèces,159,149,Oui,Soleil,28.7,Black Friday,26,6
T00365,2025-07-03,S03,Marseille,P005,Lessive,Droguerie,8.5,7,59.5,C827,27,Senior,3329,Espèces,120,113,Oui,Neige,7.8,Noël,35,28
T00366,2025-10-06,S07,Bordeaux,P005,Lessive,Droguerie,8.5,4,34.0,C764,21,Famille,3510,CB,145,141,Oui,Pluie,-2.1,Soldes,44,3
T00367,2025-06-06,S02,Lyon,P005,Lessive,Droguerie,8.5,3,25.5,C343,33,Jeune,914,Mobile,162,159,Non,Pluie,-3.4,Noël,9,7
T00368,2025-05-11,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,3,3.6,C468,52,Senior,286,CB,107,104,Non,Pluie,28.5,Aucun,16,7
T00369,2025-08-21,S02,Lyon,P009,TV 4K,Électronique,599.0,8,4792.0,C231,21,Senior,4914,CB,143,135,Oui,Neige,24.4,Aucun,27,14
T00370,2025-12-17,S01,Paris,P005,Lessive,Droguerie,8.5,10,85.0,C368,47,Jeune,796,Mobile,57,47,Non,Soleil,22.9,Soldes,22,11
T00371,2025-02-17,S08,Nantes,P006,T-shirt homme,Textile,12.0,4,48.0,C411,56,Actif,4079,CB,119,115,Oui,Soleil,0.1,Black Friday,47,45
T00372,2025-01-04,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C266,21,Jeune,1524,Mobile,103,95,Non,Soleil,26.4,Noël,33,12
T00373,2025-07-06,S04,Lille,P006,T-shirt homme,Textile,12.0,10,120.0,C222,18,Famille,2711,CB,198,188,Oui,Neige,6.2,Black Friday,48,15
T00374,2025-04-17,S06,Nice,P006,T-shirt homme,Textile,12.0,4,48.0,C804,59,Jeune,2373,Mobile,174,170,Oui,Nuageux,1.2,Noël,19,19
T00375,2025-04-15,S05,Toulouse,P010,Casque audio,Électronique,49.0,2,98.0,C393,28,Jeune,4606,Mobile,162,160,Oui,Soleil,-2.6,Black Friday,50,32
T00376,2025-01-15,S05,Toulouse,P009,TV 4K,Électronique,599.0,1,599.0,C699,33,Actif,3694,CB,197,196,Non,Pluie,4.1,Noël,46,26
T00377,2025-01-03,S03,Marseille,P007,Jeans,Textile,35.0,10,350.0,C258,29,Senior,4013,CB,115,105,Non,Soleil,18.8,Black Friday,10,1
T00378,2025-11-18,S07,Bordeaux,P008,Smartphone,Électronique,299.0,3,897.0,C932,18,Senior,3481,Espèces,118,115,Oui,Nuageux,17.8,Noël,43,36
T00379,2025-09-23,S05,Toulouse,P009,TV 4K,Électronique,599.0,8,4792.0,C618,25,Famille,2888,CB,22,14,Oui,Nuageux,1.7,Black Friday,23,21
T00380,2025-03-08,S03,Marseille,P009,TV 4K,Électronique,599.0,4,2396.0,C938,20,Senior,4896,CB,42,38,Non,Soleil,10.6,Black Friday,11,7
T00381,2025-10-04,S06,Nice,P006,T-shirt homme,Textile,12.0,3,36.0,C532,53,Jeune,4324,CB,181,178,Oui,Nuageux,22.5,Noël,47,32
T00382,2026-01-01,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C656,32,Senior,3315,CB,23,22,Oui,Pluie,16.0,Aucun,35,9
T00383,2025-06-30,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,8,96.0,C570,19,Jeune,1367,CB,44,36,Non,Pluie,11.7,Black Friday,27,18
T00384,2025-10-09,S04,Lille,P005,Lessive,Droguerie,8.5,3,25.5,C141,21,Jeune,1246,Mobile,24,21,Oui,Pluie,3.4,Aucun,4,2
T00385,2025-02-24,S04,Lille,P005,Lessive,Droguerie,8.5,7,59.5,C361,26,Senior,1274,Espèces,86,79,Oui,Soleil,33.0,Black Friday,11,7
T00386,2025-03-06,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C853,53,Actif,4434,CB,185,180,Non,Soleil,29.1,Noël,14,4
T00387,2025-04-03,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C320,19,Famille,4720,Espèces,70,68,Oui,Pluie,1.5,Soldes,37,24
T00388,2025-01-30,S01,Paris,P009,TV 4K,Électronique,599.0,7,4193.0,C661,47,Senior,2426,Espèces,152,145,Oui,Neige,28.5,Soldes,44,17
T00389,2025-12-16,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C815,36,Senior,3764,Espèces,143,138,Non,Nuageux,14.3,Noël,10,8
T00390,2025-04-25,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,9,18.0,C138,70,Senior,2672,CB,138,129,Oui,Pluie,25.4,Aucun,23,16
T00391,2025-01-31,S06,Nice,P004,Shampoing,Droguerie,4.5,5,22.5,C466,39,Famille,1795,Espèces,137,132,Non,Nuageux,23.5,Noël,48,40
T00392,2025-01-22,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C108,68,Jeune,1196,Mobile,22,13,Oui,Pluie,0.2,Black Friday,39,15
T00393,2025-10-04,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C787,27,Senior,1723,Espèces,116,114,Non,Nuageux,21.4,Soldes,33,33
T00394,2025-04-20,S08,Nantes,P006,T-shirt homme,Textile,12.0,1,12.0,C268,20,Actif,3953,CB,24,23,Non,Neige,20.4,Black Friday,18,12
T00395,2025-06-16,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C887,36,Jeune,716,CB,192,191,Non,Pluie,10.5,Aucun,2,0
T00396,2025-04-09,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C699,64,Famille,4511,CB,156,154,Oui,Pluie,9.2,Aucun,2,0
T00397,2025-11-06,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C383,52,Jeune,472,Espèces,87,82,Non,Soleil,20.0,Noël,3,2
T00398,2025-07-19,S04,Lille,P005,Lessive,Droguerie,8.5,2,17.0,C249,67,Famille,4234,Mobile,34,32,Non,Neige,33.6,Noël,14,0
T00399,2025-12-06,S05,Toulouse,P007,Jeans,Textile,35.0,8,280.0,C154,23,Jeune,4709,CB,71,63,Oui,Nuageux,2.7,Black Friday,21,7
T00400,2025-12-01,S02,Lyon,P005,Lessive,Droguerie,8.5,4,34.0,C438,53,Senior,357,Espèces,143,139,Non,Soleil,24.0,Aucun,11,7
T00401,2025-10-19,S02,Lyon,P007,Jeans,Textile,35.0,8,280.0,C653,70,Actif,4489,Espèces,199,191,Non,Neige,0.6,Soldes,31,21
T00402,2025-05-15,S01,Paris,P004,Shampoing,Droguerie,4.5,9,40.5,C638,29,Famille,2177,CB,162,153,Oui,Neige,32.4,Noël,30,15
T00403,2025-06-08,S04,Lille,P009,TV 4K,Électronique,599.0,7,4193.0,C952,43,Famille,1590,Mobile,38,31,Non,Nuageux,2.7,Aucun,14,2
T00404,2025-07-06,S07,Bordeaux,P008,Smartphone,Électronique,299.0,2,598.0,C611,49,Actif,3963,Mobile,79,77,Non,Pluie,9.8,Aucun,19,18
T00405,2025-10-09,S03,Marseille,P005,Lessive,Droguerie,8.5,9,76.5,C380,27,Jeune,2383,CB,187,178,Non,Neige,19.6,Black Friday,0,1
T00406,2025-11-26,S07,Bordeaux,P010,Casque audio,Électronique,49.0,10,490.0,C676,44,Jeune,4507,Espèces,150,140,Oui,Neige,21.8,Aucun,38,37
T00407,2025-01-09,S06,Nice,P010,Casque audio,Électronique,49.0,9,441.0,C804,34,Senior,2910,Espèces,65,56,Oui,Soleil,34.9,Noël,6,1
T00408,2025-09-04,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C504,45,Famille,742,CB,170,160,Non,Neige,5.6,Soldes,3,1
T00409,2025-01-06,S08,Nantes,P010,Casque audio,Électronique,49.0,7,343.0,C179,60,Jeune,1746,Espèces,165,158,Oui,Pluie,16.5,Black Friday,16,8
T00410,2025-10-11,S05,Toulouse,P007,Jeans,Textile,35.0,4,140.0,C160,28,Famille,4481,CB,111,107,Non,Soleil,25.2,Aucun,25,3
T00411,2025-09-18,S03,Marseille,P004,Shampoing,Droguerie,4.5,7,31.5,C981,65,Senior,2367,Mobile,166,159,Non,Soleil,-4.2,Aucun,12,6
T00412,2025-10-21,S04,Lille,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C623,69,Jeune,503,Mobile,147,139,Non,Nuageux,3.5,Noël,50,49
T00413,2025-07-13,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C305,42,Famille,3710,Espèces,86,82,Non,Pluie,31.2,Black Friday,25,0
T00414,2025-10-06,S02,Lyon,P007,Jeans,Textile,35.0,7,245.0,C323,62,Actif,3391,CB,118,111,Non,Neige,24.4,Black Friday,29,5
T00415,2025-07-28,S06,Nice,P004,Shampoing,Droguerie,4.5,10,45.0,C883,64,Jeune,1633,Mobile,72,62,Oui,Neige,-2.8,Soldes,31,5
T00416,2025-06-20,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C101,54,Famille,3293,CB,166,165,Non,Nuageux,8.9,Soldes,42,11
T00417,2025-07-23,S08,Nantes,P010,Casque audio,Électronique,49.0,9,441.0,C784,55,Senior,2707,CB,110,101,Non,Nuageux,31.5,Black Friday,23,9
T00418,2025-08-06,S03,Marseille,P008,Smartphone,Électronique,299.0,10,2990.0,C422,40,Actif,2860,Mobile,139,129,Oui,Neige,3.4,Black Friday,17,2
T00419,2025-01-18,S08,Nantes,P004,Shampoing,Droguerie,4.5,4,18.0,C508,34,Jeune,4619,CB,30,26,Non,Pluie,28.5,Black Friday,17,8
T00420,2025-08-04,S08,Nantes,P008,Smartphone,Électronique,299.0,5,1495.0,C374,65,Actif,3820,Espèces,124,119,Oui,Nuageux,11.9,Black Friday,30,10
T00421,2025-05-09,S03,Marseille,P004,Shampoing,Droguerie,4.5,6,27.0,C319,32,Jeune,3559,CB,170,164,Non,Pluie,19.1,Soldes,34,16
T00422,2025-07-18,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C534,44,Senior,2458,CB,141,136,Oui,Pluie,23.0,Soldes,18,13
T00423,2025-01-08,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C881,26,Actif,1410,Espèces,198,190,Oui,Neige,26.4,Black Friday,28,5
T00424,2025-02-15,S03,Marseille,P004,Shampoing,Droguerie,4.5,8,36.0,C461,66,Famille,4971,Espèces,22,14,Non,Soleil,34.6,Noël,23,22
T00425,2025-09-29,S08,Nantes,P009,TV 4K,Électronique,599.0,4,2396.0,C613,62,Actif,3036,Espèces,28,24,Oui,Nuageux,7.7,Black Friday,11,8
T00426,2025-05-26,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C933,35,Actif,3409,Mobile,91,81,Non,Pluie,20.2,Noël,45,26
T00427,2025-03-02,S07,Bordeaux,P009,TV 4K,Électronique,599.0,6,3594.0,C497,69,Famille,652,Mobile,119,113,Oui,Nuageux,-1.0,Black Friday,19,5
T00428,2025-01-05,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C584,18,Senior,2188,Mobile,145,135,Non,Neige,2.4,Black Friday,8,6
T00429,2025-04-01,S03,Marseille,P008,Smartphone,Électronique,299.0,4,1196.0,C937,26,Senior,4795,Mobile,107,103,Non,Neige,21.6,Soldes,40,11
T00430,2025-03-09,S07,Bordeaux,P007,Jeans,Textile,35.0,9,315.0,C923,20,Actif,6,Mobile,44,35,Non,Nuageux,29.2,Aucun,23,9
T00431,2025-12-18,S01,Paris,P005,Lessive,Droguerie,8.5,5,42.5,C963,58,Senior,4809,CB,181,176,Non,Pluie,24.9,Black Friday,39,1
T00432,2025-05-17,S05,Toulouse,P007,Jeans,Textile,35.0,3,105.0,C482,29,Actif,2600,Mobile,154,151,Oui,Neige,14.2,Aucun,7,0
T00433,2025-09-20,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C565,63,Jeune,3965,Mobile,23,14,Non,Soleil,23.3,Aucun,15,14
T00434,2025-08-19,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C494,19,Jeune,3360,CB,70,63,Oui,Soleil,18.0,Soldes,9,5
T00435,2025-10-03,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C664,43,Jeune,3043,Mobile,126,118,Oui,Neige,11.8,Noël,20,20
T00436,2025-09-30,S08,Nantes,P005,Lessive,Droguerie,8.5,2,17.0,C547,63,Actif,988,Mobile,33,31,Non,Nuageux,3.3,Black Friday,8,5
T00437,2025-04-03,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C595,34,Jeune,1148,Mobile,77,68,Non,Soleil,32.7,Black Friday,47,12
T00438,2025-09-19,S03,Marseille,P008,Smartphone,Électronique,299.0,8,2392.0,C376,32,Actif,2904,Mobile,167,159,Oui,Nuageux,11.4,Black Friday,13,8
T00439,2025-02-23,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C694,33,Senior,1511,Mobile,156,151,Oui,Soleil,-2.5,Black Friday,14,1
T00440,2025-12-15,S05,Toulouse,P007,Jeans,Textile,35.0,1,35.0,C280,43,Famille,4266,CB,22,21,Oui,Nuageux,16.4,Aucun,40,7
T00441,2025-08-15,S08,Nantes,P007,Jeans,Textile,35.0,6,210.0,C256,62,Actif,3067,Espèces,104,98,Non,Soleil,1.8,Aucun,18,6
T00442,2025-07-23,S06,Nice,P005,Lessive,Droguerie,8.5,2,17.0,C970,59,Famille,991,Mobile,138,136,Non,Pluie,-1.4,Black Friday,42,7
T00443,2025-04-05,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C484,40,Jeune,4459,Mobile,91,89,Non,Soleil,-1.8,Black Friday,29,0
T00444,2025-12-17,S02,Lyon,P007,Jeans,Textile,35.0,10,350.0,C459,56,Senior,92,CB,109,99,Non,Neige,31.2,Aucun,41,6
T00445,2025-10-25,S05,Toulouse,P004,Shampoing,Droguerie,4.5,6,27.0,C198,45,Jeune,4531,CB,178,172,Non,Pluie,25.1,Black Friday,23,3
T00446,2025-12-19,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,9,18.0,C593,38,Famille,3360,Mobile,117,108,Oui,Nuageux,3.4,Aucun,21,9
T00447,2025-04-11,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C734,60,Jeune,442,Espèces,69,67,Oui,Pluie,1.9,Black Friday,27,9
T00448,2025-06-25,S02,Lyon,P009,TV 4K,Électronique,599.0,10,5990.0,C283,32,Famille,2772,Espèces,39,29,Non,Pluie,1.1,Noël,35,30
T00449,2025-03-04,S03,Marseille,P007,Jeans,Textile,35.0,8,280.0,C803,29,Senior,3380,Mobile,138,130,Oui,Pluie,7.9,Black Friday,0,1
T00450,2025-02-19,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,4,48.0,C541,68,Famille,1421,Mobile,25,21,Non,Nuageux,31.1,Soldes,18,15
T00451,2025-05-02,S01,Paris,P009,TV 4K,Électronique,599.0,7,4193.0,C723,40,Jeune,4300,Mobile,99,92,Oui,Pluie,29.8,Noël,47,38
T00452,2025-12-04,S01,Paris,P005,Lessive,Droguerie,8.5,9,76.5,C380,58,Famille,1639,Espèces,137,128,Non,Pluie,29.5,Black Friday,12,4
T00453,2025-10-17,S03,Marseille,P007,Jeans,Textile,35.0,1,35.0,C562,63,Actif,4655,CB,60,59,Oui,Soleil,8.1,Soldes,0,0
T00454,2025-06-07,S01,Paris,P007,Jeans,Textile,35.0,5,175.0,C476,20,Famille,2822,Espèces,94,89,Non,Pluie,15.6,Aucun,23,1
T00455,2025-12-17,S01,Paris,P010,Casque audio,Électronique,49.0,3,147.0,C667,69,Senior,2959,CB,34,31,Oui,Soleil,10.6,Soldes,30,17
T00456,2025-04-03,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C922,70,Actif,2971,Mobile,131,128,Oui,Soleil,17.3,Noël,42,25
T00457,2025-11-28,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,6,12.0,C316,37,Senior,1113,Mobile,80,74,Oui,Nuageux,32.2,Aucun,22,6
T00458,2025-11-05,S07,Bordeaux,P005,Lessive,Droguerie,8.5,2,17.0,C678,60,Famille,949,CB,149,147,Non,Nuageux,8.8,Soldes,2,1
T00459,2025-05-08,S08,Nantes,P005,Lessive,Droguerie,8.5,1,8.5,C117,62,Jeune,3138,Espèces,181,180,Oui,Neige,10.8,Noël,2,1
T00460,2025-06-05,S08,Nantes,P010,Casque audio,Électronique,49.0,1,49.0,C760,25,Actif,4439,Espèces,171,170,Non,Neige,0.3,Soldes,1,1
T00461,2025-02-23,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C328,40,Actif,2443,CB,190,189,Oui,Nuageux,19.4,Noël,3,0
T00462,2025-10-01,S04,Lille,P010,Casque audio,Électronique,49.0,9,441.0,C557,66,Famille,3671,Mobile,173,164,Non,Soleil,4.6,Soldes,23,12
T00463,2025-05-01,S03,Marseille,P006,T-shirt homme,Textile,12.0,9,108.0,C447,47,Jeune,4270,Mobile,32,23,Oui,Neige,30.1,Soldes,23,15
T00464,2025-05-21,S05,Toulouse,P009,TV 4K,Électronique,599.0,3,1797.0,C530,49,Famille,2424,Espèces,140,137,Oui,Pluie,20.6,Black Friday,42,35
T00465,2025-10-29,S01,Paris,P008,Smartphone,Électronique,299.0,10,2990.0,C270,63,Famille,3943,CB,45,35,Oui,Soleil,10.5,Soldes,38,19
T00466,2025-04-10,S03,Marseille,P006,T-shirt homme,Textile,12.0,5,60.0,C924,64,Senior,4257,CB,70,65,Non,Nuageux,19.6,Aucun,13,3
T00467,2025-07-15,S06,Nice,P009,TV 4K,Électronique,599.0,5,2995.0,C111,69,Jeune,1075,CB,22,17,Non,Pluie,13.3,Aucun,26,8
T00468,2025-10-23,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C945,44,Actif,137,CB,31,30,Non,Pluie,12.3,Black Friday,31,0
T00469,2025-04-06,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C262,53,Senior,4435,Mobile,191,189,Non,Pluie,5.0,Black Friday,42,23
T00470,2025-03-30,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C349,18,Famille,1320,Espèces,200,196,Oui,Nuageux,11.4,Soldes,45,11
T00471,2025-11-11,S04,Lille,P005,Lessive,Droguerie,8.5,4,34.0,C166,26,Senior,798,CB,68,64,Oui,Neige,5.3,Soldes,45,30
T00472,2025-03-15,S04,Lille,P009,TV 4K,Électronique,599.0,3,1797.0,C248,66,Famille,3815,Mobile,29,26,Oui,Pluie,17.2,Noël,25,21
T00473,2025-09-09,S03,Marseille,P004,Shampoing,Droguerie,4.5,10,45.0,C794,69,Actif,4445,CB,120,110,Non,Nuageux,16.4,Black Friday,18,7
T00474,2025-01-14,S05,Toulouse,P005,Lessive,Droguerie,8.5,8,68.0,C211,50,Senior,2263,CB,55,47,Non,Nuageux,23.9,Soldes,21,11
T00475,2025-10-23,S03,Marseille,P006,T-shirt homme,Textile,12.0,10,120.0,C247,57,Famille,1055,Espèces,104,94,Oui,Pluie,-2.9,Noël,2,1
T00476,2025-04-27,S05,Toulouse,P005,Lessive,Droguerie,8.5,8,68.0,C383,50,Famille,2974,CB,193,185,Non,Soleil,33.4,Soldes,2,1
T00477,2025-04-23,S03,Marseille,P009,TV 4K,Électronique,599.0,6,3594.0,C842,21,Actif,3282,Espèces,107,101,Oui,Soleil,-0.7,Aucun,46,39
T00478,2025-01-31,S06,Nice,P004,Shampoing,Droguerie,4.5,3,13.5,C155,28,Actif,104,CB,48,45,Oui,Nuageux,13.7,Noël,32,28
T00479,2025-08-13,S06,Nice,P009,TV 4K,Électronique,599.0,6,3594.0,C375,27,Senior,155,Mobile,165,159,Oui,Nuageux,24.1,Soldes,43,42
T00480,2025-01-02,S02,Lyon,P010,Casque audio,Électronique,49.0,2,98.0,C942,32,Famille,4548,Mobile,120,118,Non,Neige,21.7,Aucun,11,3
T00481,2025-03-06,S08,Nantes,P005,Lessive,Droguerie,8.5,6,51.0,C468,65,Famille,4791,Espèces,27,21,Oui,Soleil,14.9,Noël,26,24
T00482,2025-02-05,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,9,10.8,C118,60,Famille,3746,CB,125,116,Oui,Nuageux,-2.5,Soldes,17,15
T00483,2025-07-02,S05,Toulouse,P005,Lessive,Droguerie,8.5,4,34.0,C559,36,Jeune,603,CB,24,20,Non,Pluie,25.7,Black Friday,19,3
T00484,2025-01-31,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C581,66,Jeune,67,Espèces,27,21,Oui,Pluie,2.6,Black Friday,11,9
T00485,2025-06-08,S02,Lyon,P009,TV 4K,Électronique,599.0,3,1797.0,C159,19,Jeune,2278,CB,182,179,Non,Pluie,15.6,Soldes,33,9
T00486,2025-02-02,S06,Nice,P009,TV 4K,Électronique,599.0,10,5990.0,C522,21,Senior,3581,CB,48,38,Oui,Pluie,-1.5,Black Friday,8,3
T00487,2025-08-18,S02,Lyon,P006,T-shirt homme,Textile,12.0,7,84.0,C694,28,Famille,4098,Espèces,75,68,Non,Neige,26.4,Black Friday,46,2
T00488,2025-12-14,S08,Nantes,P006,T-shirt homme,Textile,12.0,10,120.0,C597,66,Jeune,1099,Mobile,143,133,Oui,Neige,-4.3,Aucun,36,21
T00489,2025-02-26,S02,Lyon,P010,Casque audio,Électronique,49.0,6,294.0,C451,30,Jeune,1368,Mobile,42,36,Oui,Pluie,18.3,Noël,13,3
T00490,2025-02-11,S04,Lille,P008,Smartphone,Électronique,299.0,10,2990.0,C256,61,Famille,4024,Mobile,34,24,Non,Nuageux,1.6,Soldes,28,1
T00491,2025-06-24,S02,Lyon,P004,Shampoing,Droguerie,4.5,5,22.5,C839,61,Jeune,1027,Mobile,172,167,Non,Soleil,26.4,Aucun,42,16
T00492,2025-02-15,S01,Paris,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C565,23,Famille,3373,CB,25,24,Oui,Neige,30.3,Aucun,41,29
T00493,2025-10-21,S03,Marseille,P009,TV 4K,Électronique,599.0,6,3594.0,C434,26,Senior,1543,Mobile,169,163,Non,Pluie,24.1,Aucun,43,13
T00494,2025-01-03,S02,Lyon,P005,Lessive,Droguerie,8.5,6,51.0,C473,54,Jeune,2212,CB,129,123,Non,Soleil,-0.7,Aucun,6,0
T00495,2025-03-24,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C992,33,Jeune,4887,Mobile,40,37,Non,Nuageux,33.3,Aucun,3,2
T00496,2025-09-08,S02,Lyon,P007,Jeans,Textile,35.0,4,140.0,C238,47,Jeune,1067,CB,188,184,Oui,Pluie,5.8,Aucun,26,11
T00497,2025-12-13,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,8,96.0,C890,49,Famille,4525,Mobile,72,64,Non,Soleil,15.6,Aucun,28,5
T00498,2025-09-19,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C108,19,Senior,39,Mobile,52,42,Non,Nuageux,-4.7,Noël,26,5
T00499,2025-12-15,S01,Paris,P006,T-shirt homme,Textile,12.0,5,60.0,C866,31,Actif,2466,Mobile,102,97,Non,Nuageux,6.5,Noël,4,1
T00500,2025-09-28,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C824,33,Famille,3621,CB,98,88,Oui,Nuageux,12.9,Black Friday,11,5
T00501,2025-11-30,S06,Nice,P009,TV 4K,Électronique,599.0,7,4193.0,C184,45,Famille,664,CB,190,183,Oui,Pluie,31.7,Soldes,10,8
T00502,2025-02-21,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C584,44,Jeune,1105,Espèces,52,45,Oui,Soleil,-0.7,Black Friday,49,38
T00503,2025-07-13,S08,Nantes,P008,Smartphone,Électronique,299.0,3,897.0,C322,60,Jeune,3916,CB,128,125,Oui,Neige,-4.6,Aucun,48,14
T00504,2025-04-26,S01,Paris,P010,Casque audio,Électronique,49.0,3,147.0,C214,67,Famille,4790,CB,25,22,Oui,Soleil,-0.9,Black Friday,20,2
T00505,2025-10-30,S04,Lille,P004,Shampoing,Droguerie,4.5,3,13.5,C890,28,Famille,2519,Mobile,115,112,Oui,Neige,10.0,Aucun,24,16
T00506,2025-01-19,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C101,51,Jeune,1404,Espèces,193,183,Non,Soleil,-2.7,Black Friday,13,10
T00507,2025-08-02,S07,Bordeaux,P007,Jeans,Textile,35.0,3,105.0,C542,56,Famille,437,Espèces,96,93,Oui,Neige,34.5,Soldes,17,4
T00508,2025-05-31,S06,Nice,P006,T-shirt homme,Textile,12.0,9,108.0,C114,65,Senior,4123,Espèces,63,54,Oui,Pluie,22.2,Aucun,13,11
T00509,2025-09-13,S07,Bordeaux,P004,Shampoing,Droguerie,4.5,1,4.5,C532,45,Senior,1472,Mobile,119,118,Non,Nuageux,13.5,Noël,47,11
T00510,2025-10-25,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C181,44,Famille,2981,Espèces,84,74,Oui,Nuageux,32.0,Aucun,5,3
T00511,2025-01-25,S08,Nantes,P004,Shampoing,Droguerie,4.5,7,31.5,C182,41,Jeune,4326,CB,110,103,Non,Neige,30.3,Aucun,29,4
T00512,2025-04-06,S02,Lyon,P004,Shampoing,Droguerie,4.5,4,18.0,C827,61,Famille,1560,Espèces,173,169,Oui,Pluie,-3.6,Aucun,41,38
T00513,2025-10-02,S07,Bordeaux,P007,Jeans,Textile,35.0,6,210.0,C105,37,Famille,246,CB,180,174,Oui,Nuageux,34.2,Noël,31,8
T00514,2025-01-25,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C374,41,Famille,581,CB,38,35,Non,Pluie,16.8,Soldes,14,5
T00515,2025-03-11,S01,Paris,P009,TV 4K,Électronique,599.0,6,3594.0,C768,50,Jeune,2208,CB,115,109,Oui,Soleil,12.6,Noël,17,17
T00516,2025-08-28,S05,Toulouse,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C110,57,Actif,1586,CB,78,74,Oui,Soleil,13.2,Black Friday,36,33
T00517,2025-02-15,S05,Toulouse,P007,Jeans,Textile,35.0,10,350.0,C823,60,Senior,2711,Mobile,185,175,Non,Pluie,11.5,Black Friday,47,39
T00518,2025-06-18,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,7,14.0,C325,56,Actif,3146,Espèces,86,79,Oui,Nuageux,12.7,Noël,18,1
T00519,2025-12-11,S05,Toulouse,P007,Jeans,Textile,35.0,1,35.0,C533,53,Famille,4230,Espèces,59,58,Oui,Pluie,2.0,Soldes,13,3
